Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_label,Department_label,EducationField_label,Gender_label,JobRole_label,MaritalStatus_label,OverTime_label,Attrition_label
0.42350233916937885,-0.7321299638989169,2.0,0.0,0.0,0.22857142857142856,0.0,0.0,-1.0,0.816750418760469,0.6570515447021225,-0.3333333333333333,0.0,0.0,-0.5,0.0,-0.14285714285714285,0.0,-1.0,0.3333333333333333,0.8,3.0,0.4,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0
-0.4819277100451551,0.8173285198555956,0.0,0.5,0.5,-0.2857142857142857,-1.0,0.0,0.5,1.1032942490228923,-0.33278701958534784,2.0,1.6666666666666667,1.0,-0.5,-1.0,-0.14285714285714285,-2.0,0.0,-0.6666666666666666,-0.6,-0.5,-0.6,0.0,0.0,-0.5,0.0,-0.2,1.0,0.0,0.0
1.215753632232096,-0.851985559566787,0.0,0.0,0.5,-0.4857142857142857,0.0,2.0,0.0,2.0169737576772753,-0.3256576251741375,2.3333333333333335,-0.3333333333333333,0.0,0.5,1.0,2.7142857142857144,-1.0,-1.0,2.8333333333333335,-0.2,5.0,2.0,-1.0,1.0,0.5,-1.0,0.4,-1.0,1.0,0.0
-0.8214639785006054,-0.45776173285198557,0.0,0.0,0.5,-0.14285714285714285,0.0,-1.0,-0.5,-0.32339475153545505,0.3065639596820454,-0.6666666666666666,0.0,0.0,0.5,1.0,-0.14285714285714285,-1.0,-1.0,0.3333333333333333,0.4,0.0,-0.4,-1.0,0.0,-0.5,-1.0,0.2,-1.0,0.0,0.0
0.08396607071392861,0.8158844765342961,0.0,0.0,0.5,-0.6857142857142857,0.0,-1.0,0.5,-0.5860413176996092,0.1378349586167336,-0.3333333333333333,-0.3333333333333333,0.0,-0.5,-1.0,1.1428571428571428,0.0,0.0,2.0,1.8,2.0,0.8,0.0,0.0,-0.5,-1.0,0.2,1.0,0.0,0.0
1.215753632232096,0.7249097472924187,0.0,-1.0,-0.5,0.9428571428571428,0.0,0.0,0.0,-0.3937465103294249,0.9466524625092191,0.3333333333333333,0.8333333333333334,0.0,-1.0,-1.0,-0.5714285714285714,0.0,0.0,-0.8333333333333334,-0.6,-0.5,-0.6,-1.0,1.0,0.5,0.0,0.6,1.0,0.0,0.0
0.42350233916937885,-0.33501805054151623,2.0,-0.5,0.0,0.05714285714285714,-1.0,0.0,0.0,0.366499162479062,-0.6628697861181677,0.0,-0.3333333333333333,0.0,-1.0,1.0,-0.14285714285714285,3.0,0.0,0.16666666666666666,0.2,0.0,-0.6,0.0,1.0,0.0,0.0,0.4,0.0,1.0,1.0
-1.1610002469560556,-0.5501805054151625,1.0,0.5,-0.5,-0.22857142857142856,0.0,-1.0,0.0,-0.4462311557788945,0.7054822584610342,-0.6666666666666666,-0.5,0.0,-0.5,0.0,-0.14285714285714285,-1.0,-1.0,0.3333333333333333,0.8,0.0,-0.6,-1.0,-1.0,-0.5,-1.0,-0.8,-1.0,1.0,1.0
0.19714482686574536,-0.2223826714801444,2.0,1.0,0.5,-0.45714285714285713,0.0,0.0,0.5,-0.5210496929089894,-0.7164631647955421,-0.3333333333333333,-0.5,0.0,0.5,-1.0,0.14285714285714285,-1.0,0.0,0.8333333333333334,0.0,4.0,1.2,-1.0,0.0,-0.5,-1.0,-0.6,1.0,0.0,0.0
-0.14239144158970488,-0.9574007220216606,2.0,0.0,0.5,-0.5714285714285714,-2.0,-1.0,0.0,-0.11367950865438303,0.4118659346062444,-0.6666666666666666,0.16666666666666666,0.0,0.0,-1.0,-0.42857142857142855,-1.0,0.0,0.0,0.2,1.5,0.0,0.0,0.0,-0.5,0.0,-0.6,1.0,0.0,0.0
1.215753632232096,-0.3407942238267148,1.0,0.0,0.0,0.34285714285714286,0.0,0.0,0.0,-0.033054159687325516,0.8195525690403999,0.3333333333333333,0.5,0.0,0.0,0.0,0.2857142857142857,1.0,-1.0,0.0,0.2,0.0,-0.2,0.0,1.0,0.5,-1.0,0.4,0.0,1.0,0.0
-0.4819277100451551,0.48953068592057764,1.0,0.5,0.0,-0.9142857142857143,0.0,0.0,0.5,0.4305974316024567,0.19200196672949274,1.0,0.6666666666666666,0.0,-0.5,0.0,0.0,3.0,0.0,0.0,-0.4,0.0,-0.2,-2.0,0.0,0.5,-1.0,-1.0,-1.0,0.0,0.0
